Infor,Time,Elapsed
GAPIT,1459973075.68749,0
Genotype start,1459973075.77152,0.0840299129486084
Genotype loaded,1459973075.82949,0.0579700469970703
byFile,1459973075.90556,0.0760700702667236
Before Fragment,1459973075.94387,0.0383100509643555
After Fragment,1459973076.79189,0.84801983833313
END this Fragment,1459973076.88478,0.0928900241851807
Sampling genotype,1459973076.9288,0.0440201759338379
set kinship,1459973076.97773,0.0489299297332764
prepare heatmap,1459973077.01875,0.0410199165344238
plot heatmap,1459973077.64082,0.622070074081421
Before SUPER,1459973077.70697,0.0661499500274658
Before PCA,1459973077.74671,0.0397400856018066
Before creating kinship,1459973077.79387,0.0471599102020264
after creating kinship,1459973077.83194,0.0380699634552002
after LD plot,1459973077.86993,0.0379900932312012
Genotype for all,1459973077.90784,0.037909984588623
QC,1459973095.50402,17.5961799621582
SagnwichTop,1459973095.54791,0.0438899993896484
DataProcessing,1459973095.5914,0.043489933013916
CP start,1459973095.63379,0.0423901081085205
Does this change memory0,1459973095.67573,0.0419399738311768
CP distance,1459973095.71731,0.0415799617767334
CP cluster,1459973095.78083,0.0635199546813965
CP cutree,1459973095.83967,0.0588400363922119
CP calculation original,1459973095.93562,0.0959501266479492
CP calculation,1459973095.99267,0.0570499897003174
PreP3D 2_cp,1459973096.03214,0.0394699573516846
PreP3D 2_bk,1459973096.07827,0.0461299419403076
PreP3D 2_zc,1459973096.14542,0.0671501159667969
Prio PreP3D,1459973096.20281,0.0573899745941162
P3D Start,1459973096.24177,0.0389599800109863
eig.L,1459973096.32172,0.0799498558044434
eig.R,1459973096.43656,0.114840030670166
REML,1459973096.55837,0.1218101978302
eig.R removed,1459973096.65398,0.0956099033355713
Trait,1459973096.73198,0.0780000686645508
REML,1459973096.8392,0.107219934463501
eig.R removed,1459973096.92991,0.090709924697876
REMLE removed,1459973097.00869,0.0787801742553711
U Matrix,1459973097.04749,0.0387997627258301
eig.L removed,1459973097.12743,0.0799400806427002
New Genotype file,1459973097.16559,0.0381600856781006
Before cleaning,1459973097.20477,0.0391800403594971
After cleaning,1459973097.28179,0.0770199298858643
Memory allocation,1459973097.32095,0.0391600131988525
ReducedModel,1459973097.36112,0.0401699542999268
before Dt clean,1459973097.41077,0.0496499538421631
Dt clean,1459973097.4937,0.0829300880432129
BLUP,1459973097.53768,0.0439798831939697
PEV,1459973097.68138,0.143700122833252
K normal,1459973097.73921,0.0578298568725586
K set to 1,1459973097.81806,0.0788500308990479
Screening SNPs,1459973097.85807,0.0400099754333496
GWAS done for this Trait,1459973097.90243,0.0443601608276367
Post PreP3D,1459973097.94518,0.0427498817443848
CP start,1459973097.9869,0.0417201519012451
Does this change memory0,1459973098.02883,0.0419299602508545
CP distance,1459973098.0704,0.0415699481964111
CP cluster,1459973098.13433,0.0639300346374512
CP cutree,1459973098.19719,0.0628600120544434
CP calculation original,1459973098.2987,0.101510047912598
CP calculation,1459973098.35956,0.0608599185943604
PreP3D 2_cp,1459973098.40207,0.0425100326538086
PreP3D 2_bk,1459973098.45087,0.048799991607666
PreP3D 2_zc,1459973098.5222,0.0713300704956055
GWAS,1459973108.88876,10.3665599822998
GWAS,1459973111.74975,2.86098980903625
Final,1459973111.85314,0.103390216827393
GPS,1459973111.9382,0.0850598812103271
Compression.Visualization,1459973112.00311,0.0649099349975586
Extract p3d results,1459973112.0459,0.0427901744842529
Extract GWAS start,1459973112.08502,0.0391199588775635
MAF filtered,1459973112.12636,0.0413398742675781
Multiple Correction,1459973112.16854,0.042180061340332
QQ plot,1459973112.21567,0.0471301078796387
Manhattan plot,1459973112.26866,0.0529899597167969
Extract GWAS end,1459973112.32522,0.0565600395202637
Report,1459973112.37135,0.0461299419403076
