Infor,Time,Elapsed
GAPIT,1459973580.6912,0
Genotype start,1459973580.76993,0.0787298679351807
Genotype loaded,1459973580.82064,0.0507102012634277
byFile,1459973580.91378,0.0931398868560791
Before Fragment,1459973580.95907,0.0452899932861328
After Fragment,1459973581.6824,0.723330020904541
END this Fragment,1459973581.7681,0.0857000350952148
Sampling genotype,1459973581.80802,0.0399200916290283
set kinship,1459973581.85305,0.045029878616333
prepare heatmap,1459973581.89453,0.0414800643920898
plot heatmap,1459973582.52247,0.627939939498901
Before SUPER,1459973582.58645,0.0639801025390625
Before PCA,1459973582.63536,0.0489099025726318
Before creating kinship,1459973582.6859,0.0505399703979492
after creating kinship,1459973582.72513,0.0392301082611084
after LD plot,1459973582.77698,0.0518498420715332
Genotype for all,1459973582.82866,0.0516800880432129
QC,1459973616.84947,34.0208098888397
SagnwichTop,1459973616.89662,0.0471501350402832
DataProcessing,1459973616.93929,0.0426700115203857
CP start,1459973616.98056,0.0412700176239014
Does this change memory0,1459973617.02183,0.0412700176239014
CP distance,1459973617.06316,0.0413298606872559
CP cluster,1459973617.12728,0.0641200542449951
CP cutree,1459973617.18716,0.0598800182342529
CP calculation original,1459973617.30116,0.114000082015991
CP calculation,1459973617.36108,0.0599198341369629
PreP3D 2_cp,1459973617.41135,0.0502700805664062
PreP3D 2_bk,1459973617.46206,0.0507099628448486
PreP3D 2_zc,1459973617.52908,0.0670199394226074
Prio PreP3D,1459973617.59057,0.0614900588989258
P3D Start,1459973617.63729,0.046720027923584
eig.L,1459973617.70768,0.070389986038208
eig.R,1459973617.81433,0.106650114059448
REML,1459973617.92528,0.110949993133545
eig.R removed,1459973618.02626,0.100979804992676
Trait,1459973618.11011,0.0838501453399658
REML,1459973618.20208,0.0919699668884277
eig.R removed,1459973618.3033,0.101219892501831
REMLE removed,1459973618.39556,0.0922601222991943
U Matrix,1459973618.44441,0.0488500595092773
eig.L removed,1459973618.53393,0.0895199775695801
New Genotype file,1459973618.57684,0.0429098606109619
Before cleaning,1459973618.61886,0.0420200824737549
After cleaning,1459973618.7025,0.0836400985717773
Memory allocation,1459973618.74363,0.0411298274993896
ReducedModel,1459973618.7861,0.0424699783325195
before Dt clean,1459973618.82794,0.0418400764465332
Dt clean,1459973618.9104,0.0824599266052246
BLUP,1459973618.95154,0.041140079498291
PEV,1459973619.06226,0.110719919204712
K normal,1459973619.12339,0.0611300468444824
K set to 1,1459973619.207,0.0836100578308105
Screening SNPs,1459973619.24847,0.0414700508117676
GWAS done for this Trait,1459973619.29369,0.045219898223877
Post PreP3D,1459973619.33642,0.0427300930023193
CP start,1459973619.37856,0.042140007019043
Does this change memory0,1459973619.42094,0.0423798561096191
CP distance,1459973619.46263,0.0416901111602783
CP cluster,1459973619.52684,0.0642099380493164
CP cutree,1459973619.58989,0.0630500316619873
CP calculation original,1459973619.69455,0.104660034179688
CP calculation,1459973619.7598,0.0652499198913574
PreP3D 2_cp,1459973619.80408,0.0442800521850586
PreP3D 2_bk,1459973619.85446,0.0503799915313721
PreP3D 2_zc,1459973619.92193,0.0674700736999512
GWAS,1459973629.71547,9.79354000091553
GWAS,1459973632.19675,2.4812798500061
Final,1459973632.29644,0.0996899604797363
GPS,1459973632.37161,0.0751700401306152
Compression.Visualization,1459973632.43846,0.0668501853942871
Extract p3d results,1459973632.48162,0.0431599617004395
Extract GWAS start,1459973632.52037,0.0387499332427979
MAF filtered,1459973632.56155,0.041179895401001
Multiple Correction,1459973632.60867,0.0471200942993164
QQ plot,1459973632.66277,0.0541000366210938
Manhattan plot,1459973632.71325,0.0504798889160156
Extract GWAS end,1459973632.76774,0.0544900894165039
Report,1459973632.8151,0.0473599433898926
