Infor,Time,Elapsed
GAPIT,1459973580.6912,0
Genotype start,1459973580.76993,0.0787298679351807
Genotype loaded,1459973580.82064,0.0507102012634277
byFile,1459973580.91378,0.0931398868560791
Before Fragment,1459973580.95907,0.0452899932861328
After Fragment,1459973581.6824,0.723330020904541
END this Fragment,1459973581.7681,0.0857000350952148
Sampling genotype,1459973581.80802,0.0399200916290283
set kinship,1459973581.85305,0.045029878616333
prepare heatmap,1459973581.89453,0.0414800643920898
plot heatmap,1459973582.52247,0.627939939498901
Before SUPER,1459973582.58645,0.0639801025390625
Before PCA,1459973582.63536,0.0489099025726318
Before creating kinship,1459973582.6859,0.0505399703979492
after creating kinship,1459973582.72513,0.0392301082611084
after LD plot,1459973582.77698,0.0518498420715332
Genotype for all,1459973582.82866,0.0516800880432129
QC,1459973583.10634,0.277679920196533
SagnwichTop,1459973583.14913,0.0427901744842529
DataProcessing,1459973583.18805,0.0389199256896973
CP start,1459973583.22666,0.0386099815368652
Does this change memory0,1459973583.2659,0.0392398834228516
CP distance,1459973583.30383,0.0379300117492676
CP cluster,1459973583.36755,0.0637199878692627
CP cutree,1459973583.42587,0.0583200454711914
CP calculation original,1459973583.52245,0.0965800285339355
CP calculation,1459973583.57971,0.0572600364685059
PreP3D 2_cp,1459973583.61975,0.0400400161743164
PreP3D 2_bk,1459973583.66602,0.0462698936462402
PreP3D 2_zc,1459973583.73578,0.0697600841522217
Prio PreP3D,1459973583.7876,0.0518200397491455
P3D Start,1459973583.82704,0.0394399166107178
eig.L,1459973583.90543,0.0783901214599609
eig.R,1459973584.02995,0.124519824981689
REML,1459973584.15541,0.125460147857666
eig.R removed,1459973584.25119,0.0957798957824707
Trait,1459973584.32893,0.077739953994751
REML,1459973584.43713,0.108200073242188
eig.R removed,1459973584.53235,0.0952200889587402
REMLE removed,1459973584.60806,0.0757098197937012
U Matrix,1459973584.64717,0.0391101837158203
eig.L removed,1459973584.72356,0.0763900279998779
New Genotype file,1459973584.76182,0.0382599830627441
Before cleaning,1459973584.80059,0.0387699604034424
After cleaning,1459973584.88691,0.0863199234008789
Memory allocation,1459973584.92615,0.0392401218414307
ReducedModel,1459973584.96599,0.0398399829864502
before Dt clean,1459973585.0051,0.0391099452972412
Dt clean,1459973585.08159,0.0764899253845215
BLUP,1459973585.12169,0.04010009765625
PEV,1459973585.26607,0.144379854202271
K normal,1459973585.32315,0.0570800304412842
K set to 1,1459973585.40062,0.077470064163208
Screening SNPs,1459973585.44326,0.0426399707794189
GWAS done for this Trait,1459973585.4918,0.0485401153564453
Post PreP3D,1459973585.53545,0.0436499118804932
CP start,1459973585.57987,0.0444200038909912
Does this change memory0,1459973585.61978,0.0399100780487061
CP distance,1459973585.65924,0.0394599437713623
CP cluster,1459973585.72585,0.0666100978851318
CP cutree,1459973585.78436,0.0585098266601562
CP calculation original,1459973585.88543,0.101070165634155
CP calculation,1459973585.94379,0.0583598613739014
PreP3D 2_cp,1459973585.98535,0.0415599346160889
PreP3D 2_bk,1459973586.03324,0.0478901863098145
PreP3D 2_zc,1459973586.10431,0.0710699558258057
GWAS,1459973596.55142,10.4471099376678
GWAS,1459973599.17718,2.62576007843018
Final,1459973599.2764,0.0992200374603271
GPS,1459973599.3617,0.0852999687194824
Compression.Visualization,1459973599.42955,0.06784987449646
Extract p3d results,1459973599.49412,0.0645699501037598
Extract GWAS start,1459973599.53539,0.0412700176239014
MAF filtered,1459973599.57607,0.0406801700592041
Multiple Correction,1459973599.61747,0.0413999557495117
QQ plot,1459973599.66392,0.0464498996734619
Manhattan plot,1459973599.71695,0.0530300140380859
Extract GWAS end,1459973599.77167,0.0547201633453369
Report,1459973599.81352,0.0418498516082764
