PC1,PC2,PC3,PC4,PC5
-0.00272205355529366,0.0171452258638897,0.00131247329709872,-0.0172195351730769,0.0431141622405225
-0.0306197217526996,-0.0224096207081305,0.0151228395716552,-0.00351376166041652,0.0403566478693252
-0.00211844287329657,0.0340660533379533,-0.00386862952185422,-0.0136412148732714,-0.0135007793812813
-0.0372899255631643,-0.00538161876236863,0.00205511211568037,0.0228270726694208,0.041422650600977
0.00825075571079766,-0.0507875579314666,-0.0224966757242982,0.00168550076445217,-0.0328641576234243
0.0310007175208885,-0.0334050896528947,0.0437999832789341,0.0269498513583327,0.038296763867824
0.00432330009250189,0.049880211294284,0.0223397607588604,-0.00766518633008334,0.00618385497118398
0.0105735843846631,-0.00156766337785031,-0.00776781502752778,-0.00684194991717454,-0.00956664471913771
-0.00469090930380628,-0.00432568703091078,0.00674390645906372,0.00654853203995731,0.00763611128785135
-0.00365949209919527,0.000284051724177068,0.00459273502626673,-0.00800880361692152,0.00506574076936134
0.0260990082783889,0.0240596106552755,-0.00169819560061553,-0.00421107307439333,0.0235535262743712
0.00230448534490547,0.0425983444686641,-0.0151288074294032,-0.0280891399035579,0.0282673455744626
-0.00858803371075792,-0.0165373889515955,0.0140152568118763,-0.00305415082382835,-0.0320707799744205
-0.0108502832101887,-0.014018931175664,0.0128861664918827,-0.0010371986742071,-0.0256880423526471
0.0109775048074019,0.0115783613188736,-0.0129561255542468,0.00109308345049907,0.0393440820205233
0.0490916001815857,0.0127411439536034,-0.0109642550210608,-0.0127691421641994,0.00836728006293181
4.84673458105411e-17,-3.25731067052782e-18,5.42351560772819e-17,2.11742515172484e-17,-4.22764682802272e-17
-0.000943561895954366,0.000868303402306899,-0.00117157406995262,-0.00115165153915333,-0.000427074390050138
-0.000943561895954312,0.000868303402306701,-0.00117157406995265,-0.00115165153915321,-0.000427074390050078
-0.000466967044046781,-0.00118447099943407,0.000796734730649933,0.000529494561486818,-0.00386449003229393
5.49338384213428e-16,1.99079947898621e-16,3.17913590800643e-16,-7.52067178638441e-17,-4.83027213201401e-17
0.0181888168141735,-0.00566870572664984,-0.00805528020534697,-0.0100941474637012,-0.0266580648372696
0.00545001751119535,-0.0111731212762657,0.00168026160580263,0.000939153283636256,0.000382740362769603
-0.0403932521434257,-0.0102048013165032,-0.0356970480380324,0.030254701100527,-0.0126828707013548
-0.0263426988062552,-0.00572947568319498,0.0231071567360982,0.0353869867462154,-0.00572300329169601
-0.0248847098841547,0.00192871431368411,-0.0227123537277948,0.00254940548176059,0.00725039393763125
-0.0303984751444888,0.0115265922344298,-0.0360452231411886,0.0126146731075642,0.011126892407457
-0.0332100778457595,0.00682181557205047,-0.0354464390855042,0.0236565739168417,0.0139083481036498
0.021647057911066,0.0128509776130386,-0.0151815410384737,-0.0326346980347779,-0.0103445062567269
-0.000601948187183081,0.0238364660746008,0.0408465809124235,0.000982390268019813,0.0233928854133994
-0.00719374698867208,-0.0207293393237743,-0.0451880247094406,-0.0101790002837782,-0.033398611495159
-0.0258923035017594,0.0322048339295311,-0.00647999038876522,0.0122337857052311,0.000915930478276102
-0.025812906292295,0.0103765499785971,-0.0181812890245872,0.0281322132207878,0.0129911099687937
-0.016327458031975,0.0210410958284796,0.007398616044959,0.0102502859228445,-0.0329947617888596
-0.0244052188629013,0.0153443093053717,-0.0329639585891148,0.026029401032263,0.0204484530281691
0.0274545013448216,-0.0278177363241677,0.00130751927047547,-0.0153660329572229,0.00762668994557176
-0.048050053686669,0.0337829321891352,0.00496149613419247,0.0371212521557871,-0.000398838251746169
-0.00305878066672181,0.0121058216731771,-5.32184925287033e-05,0.00263834092588743,0.00096528019481211
0.0147669979072414,-0.000822393975874414,-0.00404207465631363,-0.0127039255534736,-0.0406054070173937
0.015418844405916,0.00542826152629293,-0.0118455055461694,-0.01302573088878,-0.0105099638894844
-0.0371021153719753,-0.0151423611731443,0.0148268291411694,-0.0119219828248108,0.0185467676155708
-0.0263583830637637,-0.0156502319473851,-0.0335483248714872,-0.00780671914194639,-0.0129292745770662
0.000139904091310958,0.00741273505334277,0.00236078715635849,0.00234585350664776,0.0015192564524404
0.013853652568012,-0.00182533958549347,-0.0375149765036275,0.0029748839944515,0.0019116901595415
-0.0328445231363705,-0.0163604918338403,-0.01729603929646,-0.00892183580101029,-0.0145914667545171
-0.0304990702827688,-0.0171158251286434,-0.0333150035521319,-0.0072649704093739,-0.0134122396780967
-0.0418192244247488,-0.0172891749501073,-0.00104897021136195,-0.00898947148145042,-0.015096472701688
-0.0406925041103088,0.00517560868233163,0.0177492637778465,0.0134096633860631,-0.0128844247333359
0.0149111505432021,0.00353813982845548,-0.00936912060385925,-0.0148905986102052,-0.0260648084787687
-0.00832782778901765,-0.00979548872735743,0.00724174562602964,-0.00383308854299473,0.00719547543268897
-0.00308682504110138,0.00346128808100734,-0.0011713208558109,0.0014548093732158,-0.000158513948508384
0.0139674823182981,0.00194038560164273,-0.00696039843512459,0.0244164887800927,-0.0162078574160791
-0.0256892692390987,0.0299066535575398,-0.00347648305391553,0.0116222133094931,-0.00306799038084516
-0.0199389567802135,-0.0185505196176278,0.0234263024622069,-0.0225036882082849,0.022897534797621
-0.00307398131805209,-0.0311323344858234,0.0126274751360796,-0.0121350703056017,0.0244362679089139
0.0023931840805576,0.00335690890762916,-0.000493776464873562,-0.00485209924867829,-0.00163655287777058
-0.0308714364230254,-0.0224648435364985,0.0252564261174972,-0.00427508032097079,0.0253943104340761
0.0152341726260872,-0.0126866703073825,-0.002514995005145,0.0106626468491832,0.00427961737051432
-0.0446357915433207,0.00707300656254591,0.0115814951354534,0.00739938618769508,0.0186212839780052
0.00238240006882211,0.00308859185071047,-0.00410682245498649,-0.00803999065427605,0.0101346287671022
-0.00520734602105708,-0.0337444494697862,-0.0148359851413138,0.0465600940967297,-0.00239239655497773
-0.00335564846766038,0.00565860987420351,-0.000384518142262385,-0.00124846826583895,0.000130712290924658
0.00476726849377334,0.0557377991186167,-0.00364524172513843,-0.00153982513615292,0.00358905100185557
-0.0225799912595569,0.0333316595407344,-0.0154196679506176,0.00674615840704422,-0.00682849890662894
-0.0207250820571717,0.0386091700172222,-0.0143912197967721,0.00837488812746054,-0.0066762726622469
0.0128609827857808,0.0183126392309618,-0.0217221222226132,0.0294256125573599,-0.00696921499600703
-0.0293885911571127,-0.0172341433173709,-0.018691275895905,0.0207393474304313,-0.000856055906775915
0.0300563744999895,0.0177820928316234,0.0176611336858771,-0.00614184719269774,-0.00303279594230813
1.29845886246482e-17,-7.22990127036781e-17,3.07564016317477e-17,-7.25085386370333e-17,-7.0894388992215e-18
-0.0118104997574296,-0.00449360705968771,0.0112817583080414,-0.00865974522167354,-0.0334664522480192
0.00143512097675682,-0.000801159171586126,-0.000185711866658169,-0.00059557925145429,-0.000174163979860989
-0.0175160557909615,-0.0209065521059584,0.00443464855047619,0.0190806814151737,0.0142402295743006
